OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD
303,B1308,MD2-.50 MI N OF MD231,Calvert County,4901849019,B1308_S,7,1829,64,204,61,AM,2778,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,265,,614,-76.58880583,38.54410587
304,P0006,MD 4 North of Patuxent River Bridge (ATR#06),Prince George's County,2719826241,P0006_S,1,1254,52,248,62,AM,2154,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,310,P,537,-76.72194748,38.81279507
305,B3116,MD4-.30 MI S OF MD223,Prince George's County,2719126674,B3116_S,5,2435,59,212,46,AM,3402,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,258,,647,-76.81929476,38.81225542
306,B080086,POST OFFICE RD-.30 MI N OF ST. CHARLES PKWY,Charles County,4728847202,B080086_S,1,507,8,21,3,AM,566,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,28,-76.90246221,38.60816503
307,B3117,MD4-.30 MI N OF MD223,Prince George's County,2705327054,B3117_S,3,2407,53,162,55,AM,3201,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,217,,523,-76.83028815,38.81579394
308,B3601,MD5-.10 MI S OF BAUER RD,St Mary's County,4950649574,B3601_S,3,644,8,40,3,AM,888,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,43,,191,-76.41429326,38.17836426
309,B160039,COLUMBIA PARK RD-.10 MI E OF US50,Prince George's County,2665526653,B160039_W,4,1408,58,152,46,AM,1905,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,198,,237,-76.91492413,38.91664858
310,B020048,PINEY ORCHARD PKWY-.10 MI S OF MD175,Anne Arundel County,4565045831,B020048_S,4,919,19,108,21,AM,1455,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,129,,385,-76.69936643,39.08592546
311,B2559,MD144A-.20 MI E OF MD32,Howard County,4421944076,B2559_W,0,178,6,18,4,AM,252,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,46,-76.94969936,39.30182563
312,P0003,MD 17 North of US 40AL (ATR#03),Frederick County,4253342389,P0003_S,1,266,9,24,2,AM,371,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,26,P,70,-77.53621985,39.45613975
313,B160049,40TH PL-.10 MI S OF GALLATIN ST,Prince George's County,2606427512,B160049_S,0,308,4,14,1,AM,391,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,64,-76.94841869,38.9514221
314,B100024,WILLOWDALE DR-.10 MI N OF US40,Frederick County,4233542334,B100024_S,4,614,17,22,3,AM,745,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,25,,86,-77.45017267,39.41972723
315,B0800,MD2-.10 MI S OF MD214,Anne Arundel County,4557245887,B0800_S,3,888,40,111,64,AM,1441,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,175,,337,-76.56861369,38.92516303
316,B150076,CLARA BARTON PKWY-.90 MI S OF IS495,Montgomery County,2218722164,B150076_S,3,3117,1,29,1,AM,3408,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,30,,258,-77.16251374,38.97237976
317,P0024,US 50/IS 595 West of MD 424 (ATR#24),Anne Arundel County,4551527142,P0024_W,15,9078,76,341,251,AM,11266,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,592,P,1505,-76.6789836,38.95589502
318,B100038,EAST ST-.10 MI S OF MD355,Frederick County,4248242325,B100038_S,3,402,7,14,5,AM,529,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,98,-77.40282066,39.43403671
319,B1543,MD88-.10 MI E OF MD30,Carroll County,4805448055,B1543_W,0,344,10,19,5,AM,455,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,78,-76.84730453,39.60302939
320,B2843,MD198-.10 MI E OF US29A,Montgomery County,2253922519,B2843_W,6,3735,21,209,71,AM,4753,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,280,,712,-76.93031527,39.11149702
321,B150078,SLIGO CREEK PKWY-.10 MI W OF US29,Montgomery County,2212122122,B150078_W,5,756,3,25,2,AM,841,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,,52,-77.02127625,39.00863719
322,B020045,SIXTH ST-.10 MI N OF BAY RIDGE AVE,Anne Arundel County,4556945876,B020045_S,1,400,2,29,1,AM,571,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,30,,139,-76.48520016,38.97111931
323,B1327,MD402-.20 MI E OF MD2,Calvert County,4908049018,B1327_W,0,705,9,64,8,AM,964,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,72,,179,-76.58672824,38.5480799
324,B160011,RIVERDALE RD-.40 MI W OF MD450,Prince George's County,2615726134,B160011_W,2,811,25,32,5,AM,999,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,37,,125,-76.87789965,38.95970751
325,B2767,MD118-.10 MI N OF BLACK ROCK RD,Montgomery County,2228023140,B2767_S,2,774,4,41,4,AM,919,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,96,-77.2938006,39.14243473
326,B160034,MUIRKIRK RD-.10 MI E OF US1,Prince George's County,2628527383,B160034_S,3,2581,36,99,22,AM,3074,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,121,,334,-76.88409491,39.06168098
327,B100022,E. SOUTH ST-.10 MI E OF WISNER ST,Frederick County,4221242285,B100022_W,5,159,2,38,6,AM,266,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,44,,58,-77.40175105,39.40934115
328,B150039,GIRARD ST-.10 MI N OF E DIAMOND AVE,Montgomery County,2330123300,B150039_W,1,1302,3,43,2,AM,1524,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,174,-77.18292882,39.14152483
329,B0614,MD2-.10 MI S OF MD648E (BALTO ANNAPOLIS BLVD),Anne Arundel County,4568345621,B0614_S,4,1124,6,48,6,AM,1394,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,208,-76.62123892,39.16128185
330,B100023,E. SOUTH ST-.10 MI S OF FRANKLIN ST,Frederick County,4228542212,B100023_S,4,192,9,48,10,AM,356,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,58,,94,-77.39581818,39.40659939
331,B1310,MD2-.30 MI S OF MD4 (Sunderland),Calvert County,4905849088,B1310_S,10,1820,40,173,62,AM,2748,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,235,,645,-76.60622729,38.65652472
332,B160030,CRESCENT RD-.10 MI S OF GARDEN WAY,Prince George's County,2607027438,B160030_S,3,449,19,18,1,AM,533,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,43,-76.87622942,39.00058588
333,B1722,MD227-.50 MI N OF MD224,Charles County,4707147070,B1722_W,2,986,34,49,5,AM,1256,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,182,-77.07367668,38.61465666
334,B1726,MD227-.10 MI W OF US301,Charles County,4710847194,B1726_W,1,274,11,20,2,AM,372,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,64,-76.95137441,38.58324267
335,B160001,CONTEE RD-.10 MI W OF US1,Prince George's County,2628327244,B160001_W,1,826,12,25,2,AM,951,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,,87,-76.86989199,39.07672211
336,B0695,BAY RIDGE AVE-.10 N OF FOREST DR/BAY RIDGE RD,Anne Arundel County,4587645568,B0695_S,4,721,1,28,7,AM,840,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,35,,81,-76.49303835,38.95152607
337,B040001,MD765Q (HG TRUMAN RD)-.10 MI S OF MD760,Calvert County,4903849037,B040001_S,3,389,1,25,4,AM,569,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,29,,149,-76.44276775,38.37143559
338,B0780,MD710-.10 MI E OF MD2,Anne Arundel County,4562345704,B0780_W,7,1337,12,30,13,AM,1757,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,43,,360,-76.61164002,39.19370884
339,7008,7TH ST NW between T ST NW and FLORIDA AVE NW,District of Columbia,2176720348,7008_N,5,598,22,35,3,AM,734,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,71,-77.02191181,38.91591671
340,6033,I ST NW between 15TH ST NW and 16TH ST NW,District of Columbia,2008420443,6033_W,22,2515,93,239,141,AM,3223,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,380,,215,-77.03551932,38.9013547
341,7052,GEORGIA AVE NW between ROCK CREEK FORD RD NW and PEABODY ST NW,District of Columbia,2095020951,7052_N,4,998,27,47,26,AM,1197,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,73,,96,-77.02794299,38.96206374
342,7044,EAST CAPITOL ST between 58TH ST NE and 60TH ST NE,District of Columbia,2168621188,7044_E,1,818,17,27,1,AM,988,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,28,,125,-76.91572415,38.88975937
343,80336,VA7 from Frederick County Line to Bus SR 7 West of Berryville,Clarke County,5401054026,80336_E,7,2953,25,62,158,AM,4003,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,220,P,798,-78.05299,39.17604
344,90049,VA7 from 53-760 Near Bluemont to Bus SR 7 West of Round Hill,Loudoun County,3840138245,90049_E,12,4205,25,90,78,AM,5636,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,168,P,1226,-77.78033,39.12912
345,90063,"VA7 from SR 9, Bus SR 7 Clarkes Gap to Bus SR 7; WCL Leesburg",Loudoun County,3813038378,90063_E,28,9429,44,134,93,AM,11770,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,227,P,2042,-77.59412,39.1365
346,190143,VA7 from SR 7 Between Round Hill and Purcellville to WCL Purcellville,Loudoun County,3840238530,190143_E,0,950,23,16,3,AM,1267,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,275,-77.75124,39.13667
347,160309,VA3 from Orange County Line to 88-610 Elys Ford Rd,Spotsylvania County,5213152134,160309_E,8,2112,11,33,61,AM,2737,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,94,,512,-77.68189,38.31289
348,631053,VA3 from 111-3958 Hanover St to 111-3955 College Ave,Fredericksburg,5050350527,631053_E,3,698,2,12,4,AM,844,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,126,-77.476,38.29654
349,631054,"VA3 from 111-3955 College Ave to SR 3 Par, Washington Ave",Fredericksburg,5050350527,631054_E,2,609,4,16,3,AM,766,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,134,-77.46998,38.2996
350,90017,VA9 from 53-704 Hamilton Station Rd to SR 7 Clarkes Gap,Loudoun County,3822038545,90017_E,0,532,3,29,18,AM,808,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,227,-77.62578,39.15124
351,90236,VA28 from I-66 North of Centreville to US 50 Dulles Airport,Fairfax County,3574034742,90236_N,54,14552,65,230,137,AM,17468,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,367,P,2431,-77.43845,38.86262
352,90217,VA120 from SR 237 Fairfax Dr to US 50,Arlington County,3064030135,90217_E,3,1237,48,47,9,AM,1521,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,56,P,178,-77.10778,38.87444
353,90176,VA123 from SR 193 Georgetown Pike to Arlington County Line,Fairfax County,3448835254,90176_N,8,3410,26,42,5,AM,3844,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,P,353,-77.13763,38.94104
354,90278,VA123 from 29-645 Burke Lake Rd to 29-7100 Fairfax County Pfwy,Fairfax County,3427136500,90278_N,5,4675,12,56,40,AM,5494,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,96,P,705,-77.31552,38.76862
355,60303,VA208 from SR 208; 88-648 Block House Rd to 88-606 Morris Rd; 88-738 Parlow Rd,Spotsylvania County,5200552029,60303_N,2,242,2,11,12,AM,387,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,118,-77.61731,38.15264
356,631039,US1 from Bus US 1 Par Herndon St to US 1 Jefferson Davis Highway,Fredericksburg,5053050531,631039_N,0,362,0,6,1,AM,439,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,7,,71,-77.46949,38.31449
357,70016,"US15 from US 15, US 17, US 29 James Madison Hwy to SCL Warrenton",Fauquier County,5316353020,70016_N,2,922,12,21,8,AM,1283,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,29,P,318,-77.78949,38.69076
358,90021,US15 from Bus US 15 North of Leesburg to 53-662 Lucketts Rd,Loudoun County,3812838574,90021_N,4,1208,14,65,63,AM,1668,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,128,P,313,-77.53899,39.15608
359,90027,US15 from SR 234 Sudley Rd to 76-701 Logmill Rd,Prince William County,4093840841,90027_N,5,1561,24,116,62,AM,2535,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,178,P,767,-77.63203,38.89024
360,90029,US15 from US 29 Lee Hwy to SR 55 John Marshall Hwy,Prince William County,4016240560,90029_N,3,1177,11,41,47,AM,1710,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,88,,431,-77.66283,38.80066
361,90053,US15 from 53-704 Church Rd to SCL Leesburg,Loudoun County,3811738376,90053_N,2,1924,14,56,43,AM,2465,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,99,,428,-77.59891,39.08401
362,90054,US15 from US 50 John Mosby Hwy to 53-704 Church Rd,Loudoun County,3811538116,90054_N,1,1069,13,68,47,AM,1610,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,115,,413,-77.61728,39.0213
363,190098,US15 from NCL Leesburg to US 15 Leesburg Bypass,Loudoun County,3818538129,190098_N,1,1085,45,7,2,AM,1256,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,P,116,-77.55561,39.12788
364,60094,US17 from Bus US 17 to 88-1301,Spotsylvania County,5208252013,60094_N,9,587,2,33,26,AM,862,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,59,,206,-77.42466,38.25087
365,60306,US17 from 88-609 Jim Morris Rd; Thornton Rolling Rd to 88-771 Cosner Dr; 88-1035,Spotsylvania County,5201452028,60306_N,3,984,25,24,21,AM,1290,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,234,-77.45169,38.22398
366,70265,US17 from 30-628 Blantyre Rd to SR 245 Old Tavern Rd,Fauquier County,5314853149,70265_N,5,959,16,48,186,AM,1624,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,234,P,410,-77.81525,38.80142
367,70268,US17 from 30-615 Goldvein to 30-634 Morrisville,Fauquier County,5312553007,70268_N,3,695,13,52,189,AM,1267,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,241,P,317,-77.68045,38.48114
368,631004,US17 from ECL Fredericksburg to Ramp from SR 3 Connector,Fredericksburg,5050050504,631004_N,4,1702,30,99,77,AM,2621,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,176,,710,-77.45632,38.28802
369,631006,US17 from Ramp from SR 3 Connector to Charles St,Fredericksburg,5050450524,631006_N,1,744,16,13,2,AM,976,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,201,-77.45667,38.29321
370,70275,US29 from 30-693 Old Alexandria Tpk to SR 215 Vint Hill Rd,Fauquier County,5302953028,70275_N,14,4238,29,107,120,AM,5819,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,227,P,1311,-77.68703,38.77574
371,90212,"US29 from SR 237 Par, Washington Blvd to SR 120 Glebe Rd",Arlington County,3059830042,90212_N,3,2131,16,70,14,AM,2624,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,84,P,390,-77.1593,38.88899
372,90024,"US50 from Fauquier County Line to 30-623 E, Rokeby Rd",Loudoun County,3826538373,90024_E,2,914,5,12,8,AM,1268,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,328,-77.84463,38.98764
373,90056,US50 from US 15 Near Aldie to 53-827 Pinebrook Rd,Loudoun County,3811038097,90056_E,9,2353,15,68,30,AM,3163,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,98,,690,-77.5794,38.95166
374,90059,US50 from US 50 Paris to Clarke County Line,Loudoun County,5304753043,90059_E,4,1557,10,27,47,AM,2250,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,74,,605,-77.95324,39.00827
375,90240,US50 from I-495 Capital Beltway to SR 7 Leesburg Pike,Fairfax County,3616334102,90240_E,10,4441,31,49,8,AM,5271,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,P,731,-77.18519,38.86781
376,90294,US50 from ECL Middleburg to US 15 Near Aldie,Loudoun County,3867838175,90294_E,6,1080,6,15,10,AM,1442,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,25,,326,-77.67687,38.97655
377,190097,US50 from SR 28 Dulles Airport to 29-7100 Fairfax County Pkwy,Fairfax County,3465335053,190097_E,10,6742,62,195,61,AM,8171,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,256,P,1101,-77.39352,38.8793
378,190172,US50 from Loudoun County Line to 53-611 Saint Louis Rd,Loudoun County,5308453085,190172_E,2,1032,6,19,9,AM,1481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,28,,413,-77.81428,38.97802
379,160009,US301 from SR 205 Ridge Rd to SR 218 Windsor Dr,King George County,5003750004,160009_N,7,1736,12,23,113,AM,2349,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,136,P,457,-77.09471,38.32395
380,80343,US340 from 21-611 Summit Point Rd to West Virginia State Line,Clarke County,5401854028,80343_N,1,543,13,23,113,AM,873,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,136,P,180,-77.92565,39.18855
381,80517,US522 from Warren County Line to US 522 Double Toll Gate,Warren County,5400654005,80517_N,4,1128,16,64,159,AM,1735,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,223,,366,-78.14093,39.05608
382,190086,Franconia Springfield Pkwy from 29-638 Rolling Rd to I-95,Fairfax County,3571434229,190086_E,36,7243,59,52,8,AM,8238,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,60,P,841,-77.19997,38.76457
383,401624,Fairfax County Pkwy from 29-6819 Franklin Farm Rd to 29-608 West Ox Rd,Fairfax County,3520235249,401624_N,12,5298,25,68,13,AM,6068,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,81,,652,-77.39989,38.91609
384,301454,Alcott Way from 53-625 Church Rd; 53-1454 to Fairfax County Line,Loudoun County,3839338074,301454_E,0,1339,2,2,2,AM,1479,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,135,-77.37952,39.00769
385,301459,Old Ox Rd from SR 28 Sully Rd to 53-605 Rock Hill Rd,Loudoun County,3807738474,301459_E,3,3534,36,78,18,AM,4319,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,96,,651,-77.41743,38.97814
386,302277,Morris Rd between SR 208 Courthouse Rd; 88-738 Parlow Rd and 88-617 Hams Ford Rd,Spotsylvania County,5209252091,302277_E,1,592,2,18,20,AM,891,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,259,-77.5752,38.14285
387,302279,Mudd Tavern Rd between US 1 Jefferson Davis Hwy and I-95,Spotsylvania County,5201052045,302279_E,3,1244,3,31,44,AM,1765,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,75,,439,-77.51836,38.13296
388,302285,Massaponax Church Rd between 88-639 Leavells Rd and US 1 Jefferson Davis Hwy,Spotsylvania County,5210552016,302285_E,1,786,28,37,12,AM,1082,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,49,,218,-77.5199,38.19417
389,302286,Massaponax Church Rd between US 1 Jefferson Davis Hwy and 88-668 Summit Crossing Rd,Spotsylvania County,5201652040,302286_E,1,286,40,12,3,AM,426,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,85,-77.48616,38.19166
390,302287,Massaponax Church Rd from 88-668 to US 17 W; 88-736,Spotsylvania County,5208552084,302287_E,1,283,31,13,2,AM,402,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,74,-77.46457,38.2138
391,301461,Pleasant Valley Rd from Fairfax County Line to US 50,Loudoun County,3800438397,301461_E,0,590,5,7,5,AM,652,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,46,-77.47918,38.9068
392,301475,Willisville Rd from US 50 John S. Mosby Hwy to Loudoun County Line,Loudoun County,3824438265,301475_S,0,46,0,1,0,AM,67,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1,,21,-77.84937,38.9883
393,190092,Fairfax County Pkwy from 29-617 Backlick Rd to 29-611 Telegraph Rd,Fairfax County,3420734209,190092_S,11,2118,31,68,21,AM,2627,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,89,P,377,-77.16563,38.71716
394,190093,Joplin Rd from 76-646 Aden Rd to 76-620 Liming Lane,Prince William County,4051440059,190093_W,1,203,3,11,1,AM,354,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,P,135,-77.43684,38.62965
395,301467,Braddock Rd from 53-659 Gum Spring Rd to Fairfax County Line,Loudoun County,3825038249,301467_W,0,639,10,23,0,AM,780,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,109,-77.51915,38.89787
396,302308,"Harrison Rd between 88-639 W, Salem Church Rd; Leavells Rd and 88-1344 Kingswood Blvd; Beauclaire Blvd",Spotsylvania County,5205252048,302308_W,2,440,1,7,1,AM,610,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,161,-77.5218,38.26818
397,301481,Church Rd from 53-859 WEST;  Ruritan Rd to 53-637 Cascades Pkwy,Loudoun County,3830938049,301481_W,1,1994,19,40,7,AM,2470,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,411,-77.42807,39.00521
398,301482,Church Rd from 53-637 Cascades Pkwy to 53-846 Sterling Blvd N,Loudoun County,3820138031,301482_W,0,842,15,8,0,AM,1011,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,146,-77.41047,39.00779
399,405235,Prince William Parkway from ECL Manassas;  Fairview Ave to 76-665 Ellis Rd,Prince William County,4072340080,405235_W,6,2809,25,60,18,AM,3498,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,78,,579,-77.43709,38.73333
400,90106,I66E from SR 120 Glebe Rd to US 29 Lee Hwy Cherrydale,Arlington County,3038430393,90106_E,87,7940,98,57,4,AM,9059,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,61,P,874,-77.10675,38.88974
401,301631,Cascades Pkwy from 53-637 Potomac View to 0.26 M FRM 53-1582 Winding,Loudoun County,3838138034,301631_W,1,1344,21,13,1,AM,1506,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,128,-77.39838,39.03914
402,90272,I395N from Turkeycock Reversible Lane Ramps to WCL Alexandria,Fairfax County,3551134020,90272_N,9,12051,69,314,117,AM,14591,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,431,P,2031,-77.14459,38.81275
