OBJECTID_1,Join_Count,nearest_metro_distance,TARGET_FID,OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD,X,Y,OBJECTID_12,NAME,State,Jurisdiction,LINE,Year,Parking,Network_Node,WEB_URL
172,1,0.045738324742780,172,172,B3217,MD212-.10 MI S OF CHERRY HILL RD,Prince George's County,2626327259.000000000000000,B3217_S,9,2259,28,67,17,AM,2509,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,84,,130,-76.948077280000007,39.038260999999999,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
173,1,0.385058532544979,173,173,B1978,MD144FA-.10 MI W OF MD355(ONE WAY WB),Frederick County,4215542303.000000000000000,B1978_W,29,531,4,43,8,AM,737,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,51,,122,-77.412822730000002,39.414282909999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
174,1,0.000921866208328,174,174,B150049,MD384-.10 MI E OF MD410,Montgomery County,2217222103.000000000000000,B150049_W,11,3437,36,219,60,AM,4096,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,279,,334,-77.030715709999996,38.994401879999998,-77.031455640609295,38.993852025920170,9,Silver Spring,Maryland,Montgomery County,Red,1978,Y,8023,https://www.wmata.com/rider-guide/stations/silver-spring.cfm?y=35
175,1,0.132129132222448,175,175,B2760,MD112-.10 MI E OF MD190,Montgomery County,2315522210.000000000000000,B2760_W,2,106,2,27,11,AM,181,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,35,-77.325727139999998,39.079097390000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
176,1,0.232515931480293,176,176,B020063,MD32AA-.10 MI W OF S BURNS CROSSING RD,Anne Arundel County,4564845833.000000000000000,B020063_W,4,1474,4,56,15,AM,1761,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,71,,209,-76.680634350000005,39.079915120000003,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
177,1,0.336441288636171,177,177,B020062,MD 2-.20 MI N OF MD10,Anne Arundel County,4563745775.000000000000000,B020062_S,2,483,8,59,10,AM,680,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,69,,120,-76.580970160000007,39.116627000000001,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
178,1,0.100610094235425,178,178,B160114,MD198-.10 MI E OF VAN DUSEN RD,Prince George's County,2741626277.000000000000000,B160114_W,7,2777,12,201,74,AM,3396,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,275,,327,-76.869205230000006,39.102622310000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
179,1,0.226249125190289,179,179,P0039,IS 95 South of MD 103 (ATR#39),Howard County,4414644140.000000000000000,P0039_S,18,16223,364,985,882,AM,21481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1867,P,3009,-76.773327609999996,39.190581680000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
180,1,0.125802399015971,180,180,B2768,MD118-.10 MI N OF MD117,Montgomery County,2283122297.000000000000000,B2768_S,3,743,6,53,13,AM,985,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,66,,167,-77.282277289999996,39.164205610000003,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
181,1,0.028291137292952,181,181,B2888,MD396-1.0 MI W OF WASH DC LINE,Montgomery County,2202223426.000000000000000,B2888_W,3,777,1,38,4,AM,901,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,42,,79,-77.113291349999997,38.959836559999999,-77.085002231974102,38.959498547980502,36,Friendship Heights,District of Columbia,District of Columbia,Red,1984,,8008,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm?y=35
182,1,0.104054265670422,182,182,B3357,MD198-.20 MI W OF MD216 (ONE WAY COUPLET EB - WB SEE B160115),Prince George's County,2627826946.000000000000000,B3357_E,5,1992,12,144,49,AM,2484,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,193,,283,-76.859805129999998,39.101670880000000,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
183,1,0.008972603625414,183,183,B2802,MD187-.50 MI W OF MD355,Montgomery County,2343922042.000000000000000,B2802_S,9,3011,22,50,7,AM,3284,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,,186,-77.101646500000001,38.989207180000001,-77.094042274523346,38.984444473109917,43,Bethesda,Maryland,Montgomery County,Red,1984,Y,8007,https://www.wmata.com/rider-guide/stations/bethesda.cfm?y=35
184,1,0.040207592552529,184,184,B3238,MD295-.40 MI N OF MD193,Prince George's County,2685526849.000000000000000,B3238_S,13,9098,26,142,5,AM,10661,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,147,,1379,-76.873609630000004,38.996941110000002,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
185,1,0.009860368728126,185,185,B150029,E JEFFERSON ST-.10 MI N OF MONTROSE RD,Montgomery County,2347222339.000000000000000,B150029_S,3,1200,16,26,7,AM,1311,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,33,,59,-77.126093249999997,39.054116739999998,-77.120841093775425,39.062461901833686,39,Twinbrook,Maryland,Montgomery County,Red,1984,Y,8003,https://www.wmata.com/rider-guide/stations/twinbrook.cfm?y=35
186,1,0.041218325506808,186,186,B160004,OLD BALTIMORE PIKE-.10 MI S OF AMMENDALE RD,Prince George's County,2738028032.000000000000000,B160004_S,1,1497,75,235,41,AM,2163,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,276,,316,-76.891760320000003,39.047541549999998,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
187,1,0.333485243780486,187,187,B1338,MD4-.10 MI N OF MD262,Calvert County,4900249005.000000000000000,B1338_S,5,1002,32,94,33,AM,1499,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,127,,335,-76.609700500000002,38.663855400000003,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
188,1,0.044802301555950,188,188,B150030,GREAT SENECA HWY-.10 MI S OF MD28,Montgomery County,2227223241.000000000000000,B150030_S,5,2210,9,93,17,AM,2587,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,110,,255,-77.205581210000005,39.102119199999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
189,1,0.004669684439686,189,189,B3327,SUITLAND PKWY-.20 MI E OF MD5,Prince George's County,2657026569.000000000000000,B3327_W,6,4374,27,41,4,AM,4916,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,465,-76.952313360000005,38.852232500000000,-76.956830549373578,38.851048879592391,71,Naylor Road,Maryland,Prince George's County,Green,2001,Y,8043,https://www.wmata.com/rider-guide/stations/naylor-rd.cfm?y=35
190,1,0.465154740234206,190,190,P0007,MD 140 North of Patapsco River Bridge (ATR#07),Carroll County,4802948030.000000000000000,P0007_S,14,5327,24,345,138,AM,6950,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,483,P,1102,-76.870479119999999,39.489350569999999,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
191,1,0.011478165007390,191,191,1701,ROCHAMBEAU BRG SW between INTERSTATE 395 VA and INTERSTATE 395  DC,District of Columbia,3036421390.000000000000000,1701_N,30,23890,148,234,33,AM,25613,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,267,P,1277,-77.035875230000002,38.879244380000003,-77.028388727437431,38.887944986028579,54,Smithsonian,District of Columbia,District of Columbia,"Blue, Orange, Silver",1977,,8070,https://www.wmata.com/rider-guide/stations/smithsonian.cfm?y=35
192,1,0.008530461572820,192,192,1202,INTERSTATE 66 ON ROSSEVELT MEMORIAL BRG,District of Columbia,2000120272.000000000000000,1202_E,34,11006,117,228,70,AM,13198,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,298,P,1744,-77.059594120000000,38.892328079999999,-77.063100300211261,38.884551482255603,23,Arlington Cemetery,Virginia,Arlington County,Blue,1977,,8056,https://www.wmata.com/rider-guide/stations/arlington-cemetery.cfm?y=35
193,1,0.006764569061338,193,193,3902,FRANCIS SCOTT KEY BRG NW between M ST NW and WATER ST NW,District of Columbia,3036520601.000000000000000,3902_N,36,4344,47,139,76,AM,5145,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,215,P,504,-77.069734670000003,38.902648890000002,-77.070943519653767,38.895993210147893,22,Rosslyn,Virginia,Arlington County,"Blue, Orange, Silver",1977,,8065,https://www.wmata.com/rider-guide/stations/rosslyn.cfm?y=35
194,1,0.005176289001822,194,194,2204A,SOUTH CAPITOL ST between I ST SW and K ST SW,District of Columbia,2128221283.000000000000000,2204A_N,109,7356,5,25,12,AM,7576,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,37,P,69,-77.009083720000007,38.873143010000000,-77.005090133537692,38.876436220973126,27,Navy Yard-Ballpark,District of Columbia,District of Columbia,Green,1991,,8039,https://www.wmata.com/rider-guide/stations/navy-yard.cfm?y=35
195,1,0.010291272285728,195,195,1403,INTERSTATE 695 – 11th Street Bridge,District of Columbia,2096521851.000000000000000,1403_N,13,8113,56,135,9,AM,9048,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,144,P,723,-76.989517070000005,38.871882149999998,-76.985499800906979,38.881356950035951,80,Potomac Ave,District of Columbia,District of Columbia,"Blue, Orange, Silver",1977,,8074,https://www.wmata.com/rider-guide/stations/potomac-ave.cfm?y=35
196,1,0.012836097584635,196,196,6002,EAST CAPITOL ST between C ST /INDEPENDENCE AVE and Ramps to Anacostia Freeway,District of Columbia,2117920973.000000000000000,6002_E,19,1764,26,99,260,AM,2436,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,359,P,269,-76.964716539999998,38.889795710000001,-76.977179641776530,38.886723823451725,81,Stadium-Armory,District of Columbia,District of Columbia,"Blue, Orange, Silver",1977,Y,8075,https://www.wmata.com/rider-guide/stations/stadium-armory.cfm?y=35
197,1,0.020897749705619,197,197,7069,RHODE ISLAND AVE NE between NEWTON ST NE and OTIS ST NE,District of Columbia,2115521172.000000000000000,7069_W,7,2690,58,151,44,AM,3589,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,195,P,639,-76.963888699999998,38.934991009999997,-76.969634527745896,38.955083332010695,13,West Hyattsville,Maryland,Prince George's County,"Green, Yellow",1993,Y,8030,https://www.wmata.com/rider-guide/stations/west-hyattsville.cfm?y=35
198,1,0.009938973124422,198,198,7032,NEW HAMPSHIRE AVE NE between BLAIR RD NE and MADISON ST NE,District of Columbia,2093320934.000000000000000,7032_N,2,1123,9,22,5,AM,1314,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,P,153,-77.005889839999995,38.961117690000002,-77.002261885616022,38.951864520792718,11,Fort Totten,District of Columbia,District of Columbia,"Red, Green,Yellow",1978,Y,8021,https://www.wmata.com/rider-guide/stations/fort-totten.cfm?y=35
199,1,0.011238718778654,199,199,7051,GEORGIA AVE NW between GERANIUM ST NW and HEMLOCK ST NW,District of Columbia,2143520859.000000000000000,7051_N,10,740,89,163,65,AM,1252,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,228,P,185,-77.026571610000005,38.983596609999999,-77.018226683704611,38.976068595367870,5,Takoma,District of Columbia,District of Columbia,Red,1978,,8022,https://www.wmata.com/rider-guide/stations/takoma.cfm?y=35
200,1,0.009513127238054,200,200,3808,MASSACHUSETTS AVE NW between WATERSIDE DR NW and ROCK CREEK & POTOMAC PKY NW,District of Columbia,2063921528.000000000000000,3808_N,12,2314,55,106,9,AM,2939,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,115,P,443,-77.058756340000002,38.918083330000002,-77.052368056952176,38.925132402645872,52,Woodley Park-Zoo/Adams Morgan,District of Columbia,District of Columbia,Red,1981,,8012,https://www.wmata.com/rider-guide/stations/woodley-park.cfm?y=35
201,1,0.002175586592413,201,201,7053,K ST NW between 18TH ST NW and 19TH ST NW,District of Columbia,2002420040.000000000000000,7053_E,183,645,142,159,51,AM,1314,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,210,P,134,-77.042559690000004,38.902525079999997,-77.040700007015374,38.901396028717436,50,Farragut West,District of Columbia,District of Columbia,"Blue, Orange, Silver",1977,,8067,https://www.wmata.com/rider-guide/stations/farragut-west.cfm?y=35
202,1,0.003980975175071,202,202,3606,13TH ST NW between K ST NW and L ST NW,District of Columbia,2010520398.000000000000000,3606_N,6,999,52,35,5,AM,1203,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,P,106,-77.029623340000001,38.901971820000000,-77.027967449313323,38.898351573059735,65,Metro Center,District of Columbia,District of Columbia,"Red, Blue, Orange, Silver",1976,,8015,https://www.wmata.com/rider-guide/stations/minnesota-ave.cfm?y=35
203,1,0.000926039160411,203,203,3707,WISCONSIN AVE NW between Jenifer ST NW and Ingomar ST NW,District of Columbia,2154622864.000000000000000,3707_N,6,683,53,221,8,AM,1920,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,229,P,950,-77.084644060000002,38.958644579999998,-77.085002231974102,38.959498547980502,36,Friendship Heights,District of Columbia,District of Columbia,Red,1984,,8008,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm?y=35
204,1,0.049392414278771,204,204,190092,Fairfax County Pkwy from 29-617 Backlick Rd to 29-611 Telegraph Rd,Fairfax County,3420934207.000000000000000,190092_N,7,2303,19,43,11,AM,2806,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,P,423,-77.165629999999993,38.717160000000000,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
205,1,0.297411131701232,205,205,190093,Joplin Rd from 76-646 Aden Rd to 76-620 Liming Lane,Prince William County,4005940514.000000000000000,190093_E,4,538,1,17,1,AM,732,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,P,171,-77.436840000000004,38.629649999999998,-77.272626990742040,38.877616668570987,35,Vienna/Fairfax-GMU,Virginia,Fairfax County,Orange,1986,Y,8057,https://www.wmata.com/rider-guide/stations/vienna.cfm?y=35
206,1,0.185901685964673,206,206,301467,Braddock Rd from 53-659 Gum Spring Rd to Fairfax County Line,Loudoun County,3824938250.000000000000000,301467_E,1,1947,6,19,1,AM,2211,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,237,-77.519149999999996,38.897869999999998,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
207,1,0.611011507016163,207,207,302308,"Harrison Rd between 88-639 W, Salem Church Rd; Leavells Rd and 88-1344 Kingswood Blvd; Beauclaire Blvd",Spotsylvania County,5204852052.000000000000000,302308_E,3,1101,2,9,3,AM,1400,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,283,-77.521799999999999,38.268180000000001,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
208,1,0.242159197060382,208,208,301471,Evergreen Mills Rd from 53-617 Red Hill Rd; 53-772 to 53-771 The Woods Rd,Loudoun County,3839838168.000000000000000,301471_N,1,540,18,35,11,AM,720,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,46,,116,-77.573819999999998,39.010990000000000,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
209,1,0.510917223893725,209,209,301475,Willisville Rd from US 50 John S. Mosby Hwy to Loudoun County Line,Loudoun County,3826538244.000000000000000,301475_N,0,35,2,2,0,AM,63,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,25,-77.849369999999993,38.988300000000002,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
210,1,0.105103657421170,210,210,301481,Church Rd from 53-859 WEST;  Ruritan Rd to 53-637 Cascades Pkwy,Loudoun County,3804938309.000000000000000,301481_E,4,1922,27,33,9,AM,2330,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,42,,336,-77.428070000000005,39.005209999999998,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
211,1,0.092530573587525,211,211,301482,Church Rd from 53-637 Cascades Pkwy to 53-846 Sterling Blvd N,Loudoun County,3803138201.000000000000000,301482_E,2,943,13,7,2,AM,1071,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,105,-77.410470000000004,39.007790000000000,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
212,1,0.631481658252129,212,212,302315,Gordon Rd between 88-674 Chancellor Rd and 88-620 Harrison Rd,Spotsylvania County,5206152111.000000000000000,302315_N,4,1604,6,22,3,AM,1993,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,25,,356,-77.569530000000000,38.278930000000003,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
213,1,0.653205102042784,213,213,302317,Smith Station Rd between SR 208 Courthouse Rd and 88-1157 Elk Dr,Spotsylvania County,5200952100.000000000000000,302317_N,1,346,2,15,1,AM,473,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,109,-77.560090000000002,38.243890000000000,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
214,1,0.608823967435027,214,214,302319,Mine Rd between US 1 Jefferson Davis Hwy and 88-638 Lansdowne Rd,Spotsylvania County,5208752136.000000000000000,302319_E,1,788,4,20,10,AM,1104,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,30,,282,-77.485209999999995,38.246699999999997,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
215,1,0.099877040002252,215,215,301487,Cascades Pkwy from 53-625 Church Rd to 53-1793 Nokes Blvd,Loudoun County,3858138038.000000000000000,301487_N,2,1693,19,111,28,AM,2254,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,139,,402,-77.410880000000006,39.018180000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
